,片名,戲院,類型,時刻,日期
1715,捍衛戰士：獨行俠,台北新民生戲院,數位,15:30,2022-05-26
1716,捍衛戰士：獨行俠,台北新民生戲院,數位,18:00,2022-05-26
1717,捍衛戰士：獨行俠,台北新民生戲院,數位,20:30,2022-05-26
1718,捍衛戰士：獨行俠,台北新民生戲院,數位,23:00,2022-05-26
1719,捍衛戰士：獨行俠,喜樂時代影城南港店,數位,10:45,2022-05-26
1720,捍衛戰士：獨行俠,喜樂時代影城南港店,數位,11:50,2022-05-26
1721,捍衛戰士：獨行俠,喜樂時代影城南港店,數位,13:15,2022-05-26
1722,捍衛戰士：獨行俠,喜樂時代影城南港店,數位,14:20,2022-05-26
1723,捍衛戰士：獨行俠,喜樂時代影城南港店,數位,15:45,2022-05-26
1724,捍衛戰士：獨行俠,喜樂時代影城南港店,數位,16:50,2022-05-26
1725,捍衛戰士：獨行俠,喜樂時代影城南港店,數位,18:15,2022-05-26
1726,捍衛戰士：獨行俠,喜樂時代影城南港店,數位,19:20,2022-05-26
1727,捍衛戰士：獨行俠,喜樂時代影城南港店,數位,20:45,2022-05-26
1728,捍衛戰士：獨行俠,喜樂時代影城南港店,數位,21:50,2022-05-26
1729,捍衛戰士：獨行俠,MUVIE CINEMAS台北松仁威秀,TITAN,09:30,2022-05-26
1730,捍衛戰士：獨行俠,MUVIE CINEMAS台北松仁威秀,TITAN,12:00,2022-05-26
1731,捍衛戰士：獨行俠,MUVIE CINEMAS台北松仁威秀,TITAN,14:30,2022-05-26
1732,捍衛戰士：獨行俠,MUVIE CINEMAS台北松仁威秀,TITAN,17:00,2022-05-26
1733,捍衛戰士：獨行俠,MUVIE CINEMAS台北松仁威秀,TITAN,19:30,2022-05-26
1734,捍衛戰士：獨行俠,MUVIE CINEMAS台北松仁威秀,TITAN,22:00,2022-05-26
1735,捍衛戰士：獨行俠,MUVIE CINEMAS台北松仁威秀,TITAN,00:30,2022-05-26
1736,捍衛戰士：獨行俠,MUVIE CINEMAS台北松仁威秀,數位,10:20,2022-05-26
1737,捍衛戰士：獨行俠,MUVIE CINEMAS台北松仁威秀,數位,12:50,2022-05-26
1738,捍衛戰士：獨行俠,MUVIE CINEMAS台北松仁威秀,數位,15:20,2022-05-26
1739,捍衛戰士：獨行俠,MUVIE CINEMAS台北松仁威秀,數位,17:50,2022-05-26
1740,捍衛戰士：獨行俠,MUVIE CINEMAS台北松仁威秀,數位,20:20,2022-05-26
1741,捍衛戰士：獨行俠,MUVIE CINEMAS台北松仁威秀,數位,22:50,2022-05-26
1742,捍衛戰士：獨行俠,台北美麗華大直影城,IMAX,09:00,2022-05-27
1743,捍衛戰士：獨行俠,台北美麗華大直影城,IMAX,11:35,2022-05-27
1744,捍衛戰士：獨行俠,台北美麗華大直影城,IMAX,14:10,2022-05-27
1745,捍衛戰士：獨行俠,台北美麗華大直影城,IMAX,16:45,2022-05-27
1746,捍衛戰士：獨行俠,台北美麗華大直影城,IMAX,19:20,2022-05-27
1747,捍衛戰士：獨行俠,台北美麗華大直影城,IMAX,21:55,2022-05-27
1748,捍衛戰士：獨行俠,台北美麗華大直影城,IMAX,00:30,2022-05-27
1749,捍衛戰士：獨行俠,台北美麗華大直影城,數位,09:50,2022-05-27
1750,捍衛戰士：獨行俠,台北美麗華大直影城,數位,11:00,2022-05-27
1751,捍衛戰士：獨行俠,台北美麗華大直影城,數位,12:25,2022-05-27
1752,捍衛戰士：獨行俠,台北美麗華大直影城,數位,13:35,2022-05-27
1753,捍衛戰士：獨行俠,台北美麗華大直影城,數位,15:00,2022-05-27
1754,捍衛戰士：獨行俠,台北美麗華大直影城,數位,16:10,2022-05-27
1755,捍衛戰士：獨行俠,台北美麗華大直影城,數位,17:35,2022-05-27
1756,捍衛戰士：獨行俠,台北美麗華大直影城,數位,18:45,2022-05-27
1757,捍衛戰士：獨行俠,台北美麗華大直影城,數位,20:10,2022-05-27
1758,捍衛戰士：獨行俠,台北美麗華大直影城,數位,21:20,2022-05-27
1759,捍衛戰士：獨行俠,台北美麗華大直影城,數位,22:45,2022-05-27
1760,捍衛戰士：獨行俠,台北美麗華大直影城,數位,23:55,2022-05-27
1761,捍衛戰士：獨行俠,台北新光影城,數位,11:45,2022-05-27
1762,捍衛戰士：獨行俠,台北新光影城,數位,14:15,2022-05-27
1763,捍衛戰士：獨行俠,台北新光影城,數位,16:45,2022-05-27
1764,捍衛戰士：獨行俠,台北新光影城,數位,19:15,2022-05-27
1765,捍衛戰士：獨行俠,台北in89豪華數位影城,數位,09:30,2022-05-27
1766,捍衛戰士：獨行俠,台北in89豪華數位影城,數位,11:50,2022-05-27
1767,捍衛戰士：獨行俠,台北in89豪華數位影城,數位,14:20,2022-05-27
1768,捍衛戰士：獨行俠,台北in89豪華數位影城,數位,16:50,2022-05-27
1769,捍衛戰士：獨行俠,台北in89豪華數位影城,數位,19:20,2022-05-27
1770,捍衛戰士：獨行俠,台北in89豪華數位影城,數位,21:50,2022-05-27
1771,捍衛戰士：獨行俠,台北in89豪華數位影城,數位,00:20,2022-05-27
1772,捍衛戰士：獨行俠,喜滿客絕色影城,數位,13:50,2022-05-27
1773,捍衛戰士：獨行俠,喜滿客絕色影城,數位,16:20,2022-05-27
1774,捍衛戰士：獨行俠,喜滿客絕色影城,數位,18:50,2022-05-27
1775,捍衛戰士：獨行俠,喜滿客絕色影城,數位,21:20,2022-05-27
1776,捍衛戰士：獨行俠,台北信義威秀影城,數位,09:00,2022-05-27
1777,捍衛戰士：獨行俠,台北信義威秀影城,數位,10:25,2022-05-27
1778,捍衛戰士：獨行俠,台北信義威秀影城,數位,11:30,2022-05-27
1779,捍衛戰士：獨行俠,台北信義威秀影城,數位,12:55,2022-05-27
1780,捍衛戰士：獨行俠,台北信義威秀影城,數位,14:00,2022-05-27
1781,捍衛戰士：獨行俠,台北信義威秀影城,數位,15:25,2022-05-27
1782,捍衛戰士：獨行俠,台北信義威秀影城,數位,16:30,2022-05-27
1783,捍衛戰士：獨行俠,台北信義威秀影城,數位,17:55,2022-05-27
1784,捍衛戰士：獨行俠,台北信義威秀影城,數位,19:00,2022-05-27
1785,捍衛戰士：獨行俠,台北信義威秀影城,數位,20:25,2022-05-27
1786,捍衛戰士：獨行俠,台北信義威秀影城,數位,21:30,2022-05-27
1787,捍衛戰士：獨行俠,台北信義威秀影城,數位,22:55,2022-05-27
1788,捍衛戰士：獨行俠,台北信義威秀影城,數位,00:00,2022-05-27
1789,捍衛戰士：獨行俠,台北信義威秀影城,數位,01:25,2022-05-27
1790,捍衛戰士：獨行俠,哈拉影城,數位,10:00,2022-05-27
1791,捍衛戰士：獨行俠,哈拉影城,數位,10:30,2022-05-27
1792,捍衛戰士：獨行俠,哈拉影城,數位,11:10,2022-05-27
1793,捍衛戰士：獨行俠,哈拉影城,數位,12:30,2022-05-27
1794,捍衛戰士：獨行俠,哈拉影城,數位,13:00,2022-05-27
1795,捍衛戰士：獨行俠,哈拉影城,數位,13:40,2022-05-27
1796,捍衛戰士：獨行俠,哈拉影城,數位,14:20,2022-05-27
1797,捍衛戰士：獨行俠,哈拉影城,數位,15:00,2022-05-27
1798,捍衛戰士：獨行俠,哈拉影城,數位,15:30,2022-05-27
1799,捍衛戰士：獨行俠,哈拉影城,數位,16:10,2022-05-27
1800,捍衛戰士：獨行俠,哈拉影城,數位,16:50,2022-05-27
1801,捍衛戰士：獨行俠,哈拉影城,數位,17:30,2022-05-27
1802,捍衛戰士：獨行俠,哈拉影城,數位,18:00,2022-05-27
1803,捍衛戰士：獨行俠,哈拉影城,數位,18:40,2022-05-27
1804,捍衛戰士：獨行俠,哈拉影城,數位,19:20,2022-05-27
1805,捍衛戰士：獨行俠,哈拉影城,數位,19:40,2022-05-27
1806,捍衛戰士：獨行俠,哈拉影城,數位,20:00,2022-05-27
1807,捍衛戰士：獨行俠,哈拉影城,數位,20:30,2022-05-27
1808,捍衛戰士：獨行俠,哈拉影城,數位,21:10,2022-05-27
1809,捍衛戰士：獨行俠,哈拉影城,數位,21:50,2022-05-27
1810,捍衛戰士：獨行俠,京站威秀影城,數位,09:00,2022-05-27
1811,捍衛戰士：獨行俠,京站威秀影城,數位,11:30,2022-05-27
1812,捍衛戰士：獨行俠,京站威秀影城,數位,14:00,2022-05-27
1813,捍衛戰士：獨行俠,京站威秀影城,數位,16:30,2022-05-27
1814,捍衛戰士：獨行俠,京站威秀影城,數位,19:00,2022-05-27
1815,捍衛戰士：獨行俠,京站威秀影城,數位,21:30,2022-05-27
1816,捍衛戰士：獨行俠,京站威秀影城,數位,00:00,2022-05-27
1817,捍衛戰士：獨行俠,台北新民生戲院,數位,10:30,2022-05-27
1818,捍衛戰士：獨行俠,台北新民生戲院,數位,13:00,2022-05-27
1819,捍衛戰士：獨行俠,台北新民生戲院,數位,15:30,2022-05-27
1820,捍衛戰士：獨行俠,台北新民生戲院,數位,18:00,2022-05-27
1821,捍衛戰士：獨行俠,台北新民生戲院,數位,20:30,2022-05-27
1822,捍衛戰士：獨行俠,台北新民生戲院,數位,23:00,2022-05-27
1823,捍衛戰士：獨行俠,喜樂時代影城南港店,數位,10:45,2022-05-27
1824,捍衛戰士：獨行俠,喜樂時代影城南港店,數位,11:50,2022-05-27
1825,捍衛戰士：獨行俠,喜樂時代影城南港店,數位,13:15,2022-05-27
1826,捍衛戰士：獨行俠,喜樂時代影城南港店,數位,14:15,2022-05-27
1827,捍衛戰士：獨行俠,喜樂時代影城南港店,數位,15:45,2022-05-27
1828,捍衛戰士：獨行俠,喜樂時代影城南港店,數位,16:45,2022-05-27
1829,捍衛戰士：獨行俠,喜樂時代影城南港店,數位,18:15,2022-05-27
1830,捍衛戰士：獨行俠,喜樂時代影城南港店,數位,20:45,2022-05-27
1831,捍衛戰士：獨行俠,喜樂時代影城南港店,數位,21:50,2022-05-27
1832,捍衛戰士：獨行俠,MUVIE CINEMAS台北松仁威秀,TITAN,09:30,2022-05-27
1833,捍衛戰士：獨行俠,MUVIE CINEMAS台北松仁威秀,TITAN,12:00,2022-05-27
1834,捍衛戰士：獨行俠,MUVIE CINEMAS台北松仁威秀,TITAN,14:30,2022-05-27
1835,捍衛戰士：獨行俠,MUVIE CINEMAS台北松仁威秀,TITAN,17:00,2022-05-27
1836,捍衛戰士：獨行俠,MUVIE CINEMAS台北松仁威秀,TITAN,19:30,2022-05-27
1837,捍衛戰士：獨行俠,MUVIE CINEMAS台北松仁威秀,TITAN,22:00,2022-05-27
1838,捍衛戰士：獨行俠,MUVIE CINEMAS台北松仁威秀,TITAN,00:30,2022-05-27
1839,捍衛戰士：獨行俠,MUVIE CINEMAS台北松仁威秀,數位,10:20,2022-05-27
1840,捍衛戰士：獨行俠,MUVIE CINEMAS台北松仁威秀,數位,12:50,2022-05-27
1841,捍衛戰士：獨行俠,MUVIE CINEMAS台北松仁威秀,數位,15:20,2022-05-27
1842,捍衛戰士：獨行俠,MUVIE CINEMAS台北松仁威秀,數位,17:50,2022-05-27
1843,捍衛戰士：獨行俠,MUVIE CINEMAS台北松仁威秀,數位,20:20,2022-05-27
1844,捍衛戰士：獨行俠,MUVIE CINEMAS台北松仁威秀,數位,22:50,2022-05-27
