,片名,戲院,類型,時刻,日期
0,再會啦 白宮,台北真善美劇院,數位,12:30,2022-05-23
1,再會啦 白宮,台北真善美劇院,數位,20:55,2022-05-23
2,再會啦 白宮,台北信義威秀影城,數位,09:50,2022-05-23
3,再會啦 白宮,台北信義威秀影城,數位,17:10,2022-05-23
4,再會啦 白宮,台北信義威秀影城,數位,20:55,2022-05-23
5,再會啦 白宮,喜樂時代影城南港店,數位,11:00,2022-05-23
6,再會啦 白宮,喜樂時代影城南港店,數位,15:10,2022-05-23
7,再會啦 白宮,喜樂時代影城南港店,數位,19:00,2022-05-23
8,再會啦 白宮,台北真善美劇院,數位,12:30,2022-05-24
9,再會啦 白宮,台北真善美劇院,數位,20:40,2022-05-24
10,再會啦 白宮,台北信義威秀影城,數位,09:50,2022-05-24
11,再會啦 白宮,台北信義威秀影城,數位,17:10,2022-05-24
12,再會啦 白宮,台北信義威秀影城,數位,20:55,2022-05-24
13,再會啦 白宮,喜樂時代影城南港店,數位,11:00,2022-05-24
14,再會啦 白宮,喜樂時代影城南港店,數位,15:10,2022-05-24
15,再會啦 白宮,喜樂時代影城南港店,數位,19:00,2022-05-24
16,再會啦 白宮,台北真善美劇院,數位,14:10,2022-05-25
17,再會啦 白宮,台北真善美劇院,數位,17:50,2022-05-25
18,再會啦 白宮,台北真善美劇院,數位,12:30,2022-05-26
19,再會啦 白宮,台北真善美劇院,數位,20:55,2022-05-26
20,給阿媽的一封信,台北真善美劇院,數位,12:20,2022-05-23
21,給阿媽的一封信,台北真善美劇院,數位,20:40,2022-05-23
22,給阿媽的一封信,台北信義威秀影城,數位,11:10,2022-05-23
23,給阿媽的一封信,台北信義威秀影城,數位,15:15,2022-05-23
24,給阿媽的一封信,台北信義威秀影城,數位,19:00,2022-05-23
25,給阿媽的一封信,光點華山電影館,數位,13:45,2022-05-23
26,給阿媽的一封信,光點華山電影館,數位,18:05,2022-05-23
27,給阿媽的一封信,喜樂時代影城南港店,數位,14:55,2022-05-23
28,給阿媽的一封信,喜樂時代影城南港店,數位,19:10,2022-05-23
29,給阿媽的一封信,台北真善美劇院,數位,12:20,2022-05-24
30,給阿媽的一封信,台北真善美劇院,數位,20:40,2022-05-24
31,給阿媽的一封信,台北信義威秀影城,數位,11:10,2022-05-24
32,給阿媽的一封信,台北信義威秀影城,數位,15:15,2022-05-24
33,給阿媽的一封信,台北信義威秀影城,數位,19:00,2022-05-24
34,給阿媽的一封信,喜樂時代影城南港店,數位,14:55,2022-05-24
35,給阿媽的一封信,喜樂時代影城南港店,數位,19:10,2022-05-24
36,給阿媽的一封信,台北真善美劇院,數位,12:20,2022-05-25
37,給阿媽的一封信,台北真善美劇院,數位,20:40,2022-05-25
38,給阿媽的一封信,台北真善美劇院,數位,12:20,2022-05-26
39,給阿媽的一封信,台北真善美劇院,數位,20:40,2022-05-26
40,安妮詩快跑,國賓影城(台北長春廣場),數位,15:00,2022-05-23
41,安妮詩快跑,國賓影城(台北長春廣場),數位,19:00,2022-05-23
42,安妮詩快跑,台北真善美劇院,數位,19:00,2022-05-23
43,安妮詩快跑,喜樂時代影城南港店,數位,13:05,2022-05-23
44,安妮詩快跑,喜樂時代影城南港店,數位,15:15,2022-05-23
45,安妮詩快跑,喜樂時代影城南港店,數位,19:05,2022-05-23
46,安妮詩快跑,MUVIE CINEMAS台北松仁威秀,數位,13:35,2022-05-23
47,安妮詩快跑,MUVIE CINEMAS台北松仁威秀,數位,18:25,2022-05-23
48,安妮詩快跑,台北真善美劇院,數位,19:00,2022-05-24
49,安妮詩快跑,喜樂時代影城南港店,數位,13:20,2022-05-24
50,安妮詩快跑,喜樂時代影城南港店,數位,17:10,2022-05-24
51,安妮詩快跑,喜樂時代影城南港店,數位,20:20,2022-05-24
52,安妮詩快跑,MUVIE CINEMAS台北松仁威秀,數位,13:35,2022-05-24
53,安妮詩快跑,MUVIE CINEMAS台北松仁威秀,數位,18:25,2022-05-24
54,安妮詩快跑,台北真善美劇院,數位,19:00,2022-05-25
55,安妮詩快跑,台北真善美劇院,數位,19:00,2022-05-26
56,犯罪都市2,欣欣秀泰影城,數位,11:00,2022-05-23
57,犯罪都市2,欣欣秀泰影城,數位,13:10,2022-05-23
58,犯罪都市2,欣欣秀泰影城,數位,15:20,2022-05-23
59,犯罪都市2,欣欣秀泰影城,數位,17:30,2022-05-23
60,犯罪都市2,欣欣秀泰影城,數位,19:40,2022-05-23
61,犯罪都市2,欣欣秀泰影城,數位,21:50,2022-05-23
62,犯罪都市2,欣欣秀泰影城,數位,00:00,2022-05-23
63,犯罪都市2,台北美麗華大直影城,數位,09:00,2022-05-23
64,犯罪都市2,台北美麗華大直影城,數位,11:10,2022-05-23
65,犯罪都市2,台北美麗華大直影城,數位,15:10,2022-05-23
66,犯罪都市2,台北美麗華大直影城,數位,17:20,2022-05-23
67,犯罪都市2,台北美麗華大直影城,數位,19:30,2022-05-23
68,犯罪都市2,台北美麗華大直影城,數位,21:30,2022-05-23
69,犯罪都市2,台北美麗華大直影城,數位,23:50,2022-05-23
70,犯罪都市2,台北新光影城,數位,12:05,2022-05-23
71,犯罪都市2,台北新光影城,數位,14:50,2022-05-23
72,犯罪都市2,台北新光影城,數位,16:55,2022-05-23
73,犯罪都市2,台北新光影城,數位,20:10,2022-05-23
74,犯罪都市2,台北樂聲影城,數位,09:20,2022-05-23
75,犯罪都市2,台北樂聲影城,數位,11:25,2022-05-23
76,犯罪都市2,台北樂聲影城,數位,13:30,2022-05-23
77,犯罪都市2,台北樂聲影城,數位,15:35,2022-05-23
78,犯罪都市2,台北樂聲影城,數位,17:40,2022-05-23
79,犯罪都市2,台北樂聲影城,數位,19:45,2022-05-23
80,犯罪都市2,台北樂聲影城,數位,21:50,2022-05-23
81,犯罪都市2,台北樂聲影城,數位,22:40,2022-05-23
82,犯罪都市2,台北樂聲影城,數位,23:55,2022-05-23
83,犯罪都市2,台北樂聲影城,數位,00:40,2022-05-23
84,犯罪都市2,台北樂聲影城,數位,02:00,2022-05-23
85,犯罪都市2,台北樂聲影城,數位,03:00,2022-05-23
86,犯罪都市2,喜滿客絕色影城,數位,13:40,2022-05-23
87,犯罪都市2,喜滿客絕色影城,數位,15:05,2022-05-23
88,犯罪都市2,喜滿客絕色影城,數位,17:15,2022-05-23
89,犯罪都市2,喜滿客絕色影城,數位,19:25,2022-05-23
90,犯罪都市2,喜滿客絕色影城,數位,21:30,2022-05-23
91,犯罪都市2,台北信義威秀影城,數位,11:00,2022-05-23
92,犯罪都市2,台北信義威秀影城,數位,14:50,2022-05-23
93,犯罪都市2,台北信義威秀影城,數位,16:55,2022-05-23
94,犯罪都市2,台北信義威秀影城,數位,20:45,2022-05-23
95,犯罪都市2,台北信義威秀影城,數位,22:50,2022-05-23
96,犯罪都市2,哈拉影城,數位,11:30,2022-05-23
97,犯罪都市2,哈拉影城,數位,14:10,2022-05-23
98,犯罪都市2,哈拉影城,數位,16:10,2022-05-23
99,犯罪都市2,哈拉影城,數位,18:10,2022-05-23
100,犯罪都市2,哈拉影城,數位,20:10,2022-05-23
101,犯罪都市2,東南亞秀泰影城,數位,10:00,2022-05-23
102,犯罪都市2,東南亞秀泰影城,數位,14:20,2022-05-23
103,犯罪都市2,東南亞秀泰影城,數位,18:40,2022-05-23
104,犯罪都市2,東南亞秀泰影城,數位,20:50,2022-05-23
105,犯罪都市2,東南亞秀泰影城,數位,23:00,2022-05-23
106,犯罪都市2,今日秀泰影城,數位,10:30,2022-05-23
107,犯罪都市2,今日秀泰影城,數位,12:40,2022-05-23
108,犯罪都市2,今日秀泰影城,數位,14:50,2022-05-23
109,犯罪都市2,今日秀泰影城,數位,17:00,2022-05-23
110,犯罪都市2,今日秀泰影城,數位,19:10,2022-05-23
111,犯罪都市2,今日秀泰影城,數位,21:20,2022-05-23
112,犯罪都市2,京站威秀影城,數位,10:00,2022-05-23
113,犯罪都市2,京站威秀影城,數位,14:45,2022-05-23
114,犯罪都市2,京站威秀影城,數位,19:30,2022-05-23
115,犯罪都市2,京站威秀影城,數位,23:40,2022-05-23
116,犯罪都市2,梅花數位影院,數位,12:30,2022-05-23
117,犯罪都市2,梅花數位影院,數位,15:00,2022-05-23
118,犯罪都市2,梅花數位影院,數位,16:50,2022-05-23
119,犯罪都市2,梅花數位影院,數位,19:20,2022-05-23
120,犯罪都市2,台北新民生戲院,數位,10:20,2022-05-23
121,犯罪都市2,台北新民生戲院,數位,14:50,2022-05-23
122,犯罪都市2,台北新民生戲院,數位,19:20,2022-05-23
123,犯罪都市2,台北新民生戲院,數位,23:50,2022-05-23
124,犯罪都市2,喜樂時代影城南港店,數位,11:00,2022-05-23
125,犯罪都市2,喜樂時代影城南港店,數位,13:05,2022-05-23
126,犯罪都市2,喜樂時代影城南港店,數位,15:10,2022-05-23
127,犯罪都市2,喜樂時代影城南港店,數位,17:15,2022-05-23
128,犯罪都市2,喜樂時代影城南港店,數位,19:20,2022-05-23
129,犯罪都市2,喜樂時代影城南港店,數位,21:25,2022-05-23
130,犯罪都市2,喜樂時代影城南港店,數位,22:25,2022-05-23
131,犯罪都市2,台北美麗華大直影城,數位,09:00,2022-05-24
132,犯罪都市2,台北美麗華大直影城,數位,11:10,2022-05-24
133,犯罪都市2,台北美麗華大直影城,數位,15:10,2022-05-24
134,犯罪都市2,台北美麗華大直影城,數位,17:20,2022-05-24
135,犯罪都市2,台北美麗華大直影城,數位,19:30,2022-05-24
136,犯罪都市2,台北美麗華大直影城,數位,21:30,2022-05-24
137,犯罪都市2,台北美麗華大直影城,數位,23:50,2022-05-24
138,犯罪都市2,台北新光影城,數位,12:05,2022-05-24
139,犯罪都市2,台北新光影城,數位,14:50,2022-05-24
140,犯罪都市2,台北新光影城,數位,16:55,2022-05-24
141,犯罪都市2,台北新光影城,數位,20:10,2022-05-24
142,犯罪都市2,台北in89豪華數位影城,數位,10:40,2022-05-24
143,犯罪都市2,台北樂聲影城,數位,09:20,2022-05-24
144,犯罪都市2,台北樂聲影城,數位,11:25,2022-05-24
145,犯罪都市2,台北樂聲影城,數位,13:30,2022-05-24
146,犯罪都市2,台北樂聲影城,數位,15:35,2022-05-24
147,犯罪都市2,台北樂聲影城,數位,17:40,2022-05-24
148,犯罪都市2,台北樂聲影城,數位,19:45,2022-05-24
149,犯罪都市2,台北樂聲影城,數位,21:50,2022-05-24
150,犯罪都市2,台北樂聲影城,數位,22:40,2022-05-24
151,犯罪都市2,台北樂聲影城,數位,23:55,2022-05-24
152,犯罪都市2,台北樂聲影城,數位,00:40,2022-05-24
153,犯罪都市2,台北樂聲影城,數位,02:00,2022-05-24
154,犯罪都市2,台北樂聲影城,數位,03:00,2022-05-24
155,犯罪都市2,喜滿客絕色影城,數位,13:40,2022-05-24
156,犯罪都市2,喜滿客絕色影城,數位,15:05,2022-05-24
157,犯罪都市2,喜滿客絕色影城,數位,17:15,2022-05-24
158,犯罪都市2,喜滿客絕色影城,數位,19:25,2022-05-24
159,犯罪都市2,喜滿客絕色影城,數位,21:30,2022-05-24
160,犯罪都市2,台北信義威秀影城,數位,11:00,2022-05-24
161,犯罪都市2,台北信義威秀影城,數位,14:50,2022-05-24
162,犯罪都市2,台北信義威秀影城,數位,16:55,2022-05-24
163,犯罪都市2,台北信義威秀影城,數位,20:45,2022-05-24
164,犯罪都市2,台北信義威秀影城,數位,22:50,2022-05-24
165,犯罪都市2,哈拉影城,數位,11:30,2022-05-24
166,犯罪都市2,哈拉影城,數位,14:10,2022-05-24
167,犯罪都市2,哈拉影城,數位,16:10,2022-05-24
168,犯罪都市2,哈拉影城,數位,18:10,2022-05-24
169,犯罪都市2,哈拉影城,數位,20:10,2022-05-24
170,犯罪都市2,京站威秀影城,數位,10:00,2022-05-24
171,犯罪都市2,京站威秀影城,數位,14:45,2022-05-24
172,犯罪都市2,京站威秀影城,數位,19:30,2022-05-24
173,犯罪都市2,京站威秀影城,數位,23:40,2022-05-24
174,犯罪都市2,梅花數位影院,數位,12:30,2022-05-24
175,犯罪都市2,梅花數位影院,數位,15:00,2022-05-24
176,犯罪都市2,梅花數位影院,數位,16:50,2022-05-24
177,犯罪都市2,梅花數位影院,數位,19:20,2022-05-24
178,犯罪都市2,台北新民生戲院,數位,10:20,2022-05-24
179,犯罪都市2,台北新民生戲院,數位,14:50,2022-05-24
180,犯罪都市2,台北新民生戲院,數位,19:20,2022-05-24
181,犯罪都市2,台北新民生戲院,數位,23:50,2022-05-24
182,犯罪都市2,喜樂時代影城南港店,數位,11:00,2022-05-24
183,犯罪都市2,喜樂時代影城南港店,數位,13:05,2022-05-24
184,犯罪都市2,喜樂時代影城南港店,數位,15:10,2022-05-24
185,犯罪都市2,喜樂時代影城南港店,數位,17:15,2022-05-24
186,犯罪都市2,喜樂時代影城南港店,數位,19:20,2022-05-24
187,犯罪都市2,喜樂時代影城南港店,數位,21:25,2022-05-24
188,犯罪都市2,喜樂時代影城南港店,數位,22:25,2022-05-24
189,犯罪都市2,台北樂聲影城,數位,09:20,2022-05-25
190,犯罪都市2,台北樂聲影城,數位,11:25,2022-05-25
191,犯罪都市2,台北樂聲影城,數位,13:30,2022-05-25
192,犯罪都市2,台北樂聲影城,數位,15:35,2022-05-25
193,犯罪都市2,台北樂聲影城,數位,17:40,2022-05-25
194,犯罪都市2,台北樂聲影城,數位,19:45,2022-05-25
195,犯罪都市2,台北樂聲影城,數位,21:50,2022-05-25
196,犯罪都市2,台北樂聲影城,數位,22:40,2022-05-25
197,犯罪都市2,台北樂聲影城,數位,23:55,2022-05-25
198,犯罪都市2,台北樂聲影城,數位,00:40,2022-05-25
199,犯罪都市2,台北樂聲影城,數位,02:00,2022-05-25
200,犯罪都市2,台北樂聲影城,數位,03:00,2022-05-25
201,犯罪都市2,台北樂聲影城,數位,09:20,2022-05-26
202,犯罪都市2,台北樂聲影城,數位,11:25,2022-05-26
203,犯罪都市2,台北樂聲影城,數位,13:30,2022-05-26
204,犯罪都市2,台北樂聲影城,數位,15:35,2022-05-26
205,犯罪都市2,台北樂聲影城,數位,17:40,2022-05-26
206,犯罪都市2,台北樂聲影城,數位,19:45,2022-05-26
207,犯罪都市2,台北樂聲影城,數位,21:50,2022-05-26
208,犯罪都市2,台北樂聲影城,數位,22:40,2022-05-26
209,犯罪都市2,台北樂聲影城,數位,23:55,2022-05-26
210,犯罪都市2,台北樂聲影城,數位,00:40,2022-05-26
211,犯罪都市2,台北樂聲影城,數位,02:00,2022-05-26
212,犯罪都市2,台北樂聲影城,數位,03:00,2022-05-26
213,牛首村,欣欣秀泰影城,數位,14:30,2022-05-23
214,牛首村,欣欣秀泰影城,數位,21:00,2022-05-23
215,牛首村,欣欣秀泰影城,數位,23:20,2022-05-23
216,牛首村,欣欣秀泰影城,數位,00:10,2022-05-23
217,牛首村,台北美麗華大直影城,數位,09:50,2022-05-23
218,牛首村,台北美麗華大直影城,數位,14:00,2022-05-23
219,牛首村,台北美麗華大直影城,數位,19:10,2022-05-23
220,牛首村,台北in89豪華數位影城,數位,10:10,2022-05-23
221,牛首村,台北in89豪華數位影城,數位,12:20,2022-05-23
222,牛首村,台北in89豪華數位影城,數位,17:20,2022-05-23
223,牛首村,台北in89豪華數位影城,數位,22:30,2022-05-23
224,牛首村,台北樂聲影城,數位,09:40,2022-05-23
225,牛首村,台北樂聲影城,數位,11:50,2022-05-23
226,牛首村,台北樂聲影城,數位,14:00,2022-05-23
227,牛首村,台北樂聲影城,數位,16:10,2022-05-23
228,牛首村,台北樂聲影城,數位,18:20,2022-05-23
229,牛首村,台北樂聲影城,數位,20:30,2022-05-23
230,牛首村,台北樂聲影城,數位,22:40,2022-05-23
231,牛首村,台北樂聲影城,數位,00:50,2022-05-23
232,牛首村,台北樂聲影城,數位,03:00,2022-05-23
233,牛首村,喜滿客絕色影城,數位,13:15,2022-05-23
234,牛首村,喜滿客絕色影城,數位,14:30,2022-05-23
235,牛首村,喜滿客絕色影城,數位,16:45,2022-05-23
236,牛首村,喜滿客絕色影城,數位,19:05,2022-05-23
237,牛首村,喜滿客絕色影城,數位,21:25,2022-05-23
238,牛首村,台北信義威秀影城,數位,10:10,2022-05-23
239,牛首村,台北信義威秀影城,數位,12:25,2022-05-23
240,牛首村,台北信義威秀影城,數位,16:50,2022-05-23
241,牛首村,台北信義威秀影城,數位,19:00,2022-05-23
242,牛首村,台北信義威秀影城,數位,23:55,2022-05-23
243,牛首村,哈拉影城,數位,15:40,2022-05-23
244,牛首村,哈拉影城,數位,21:10,2022-05-23
245,牛首村,今日秀泰影城,數位,10:30,2022-05-23
246,牛首村,今日秀泰影城,數位,15:10,2022-05-23
247,牛首村,今日秀泰影城,數位,17:30,2022-05-23
248,牛首村,今日秀泰影城,數位,19:50,2022-05-23
249,牛首村,今日秀泰影城,數位,22:10,2022-05-23
250,牛首村,京站威秀影城,數位,10:40,2022-05-23
251,牛首村,京站威秀影城,數位,15:05,2022-05-23
252,牛首村,京站威秀影城,數位,19:25,2022-05-23
253,牛首村,京站威秀影城,數位,23:25,2022-05-23
254,牛首村,喜樂時代影城南港店,數位,11:00,2022-05-23
255,牛首村,喜樂時代影城南港店,數位,15:25,2022-05-23
256,牛首村,喜樂時代影城南港店,數位,19:50,2022-05-23
257,牛首村,喜樂時代影城南港店,數位,22:05,2022-05-23
258,牛首村,台北美麗華大直影城,數位,09:50,2022-05-24
259,牛首村,台北美麗華大直影城,數位,14:00,2022-05-24
260,牛首村,台北美麗華大直影城,數位,19:10,2022-05-24
261,牛首村,台北in89豪華數位影城,數位,10:30,2022-05-24
262,牛首村,台北in89豪華數位影城,數位,12:40,2022-05-24
263,牛首村,台北in89豪華數位影城,數位,17:40,2022-05-24
264,牛首村,台北in89豪華數位影城,數位,22:40,2022-05-24
265,牛首村,台北樂聲影城,數位,09:40,2022-05-24
266,牛首村,台北樂聲影城,數位,11:50,2022-05-24
267,牛首村,台北樂聲影城,數位,14:00,2022-05-24
268,牛首村,台北樂聲影城,數位,16:10,2022-05-24
269,牛首村,台北樂聲影城,數位,18:20,2022-05-24
270,牛首村,台北樂聲影城,數位,20:30,2022-05-24
271,牛首村,台北樂聲影城,數位,22:40,2022-05-24
272,牛首村,台北樂聲影城,數位,00:50,2022-05-24
273,牛首村,台北樂聲影城,數位,03:00,2022-05-24
274,牛首村,喜滿客絕色影城,數位,13:15,2022-05-24
275,牛首村,喜滿客絕色影城,數位,14:30,2022-05-24
276,牛首村,喜滿客絕色影城,數位,16:45,2022-05-24
277,牛首村,喜滿客絕色影城,數位,19:05,2022-05-24
278,牛首村,喜滿客絕色影城,數位,21:25,2022-05-24
279,牛首村,台北信義威秀影城,數位,10:10,2022-05-24
280,牛首村,台北信義威秀影城,數位,12:25,2022-05-24
281,牛首村,台北信義威秀影城,數位,16:50,2022-05-24
282,牛首村,台北信義威秀影城,數位,19:00,2022-05-24
283,牛首村,台北信義威秀影城,數位,23:55,2022-05-24
284,牛首村,哈拉影城,數位,15:40,2022-05-24
285,牛首村,哈拉影城,數位,21:10,2022-05-24
286,牛首村,京站威秀影城,數位,10:40,2022-05-24
287,牛首村,京站威秀影城,數位,15:05,2022-05-24
288,牛首村,京站威秀影城,數位,19:25,2022-05-24
289,牛首村,京站威秀影城,數位,23:25,2022-05-24
290,牛首村,喜樂時代影城南港店,數位,11:00,2022-05-24
291,牛首村,喜樂時代影城南港店,數位,15:25,2022-05-24
292,牛首村,喜樂時代影城南港店,數位,19:50,2022-05-24
293,牛首村,喜樂時代影城南港店,數位,22:05,2022-05-24
294,牛首村,台北樂聲影城,數位,09:40,2022-05-25
295,牛首村,台北樂聲影城,數位,11:50,2022-05-25
296,牛首村,台北樂聲影城,數位,14:00,2022-05-25
297,牛首村,台北樂聲影城,數位,16:10,2022-05-25
298,牛首村,台北樂聲影城,數位,18:20,2022-05-25
299,牛首村,台北樂聲影城,數位,20:30,2022-05-25
300,牛首村,台北樂聲影城,數位,22:40,2022-05-25
301,牛首村,台北樂聲影城,數位,00:50,2022-05-25
302,牛首村,台北樂聲影城,數位,03:00,2022-05-25
303,牛首村,台北樂聲影城,數位,09:40,2022-05-26
304,牛首村,台北樂聲影城,數位,11:50,2022-05-26
305,牛首村,台北樂聲影城,數位,14:00,2022-05-26
306,牛首村,台北樂聲影城,數位,16:10,2022-05-26
307,牛首村,台北樂聲影城,數位,18:20,2022-05-26
308,牛首村,台北樂聲影城,數位,20:30,2022-05-26
309,牛首村,台北樂聲影城,數位,22:40,2022-05-26
310,牛首村,台北樂聲影城,數位,00:50,2022-05-26
311,牛首村,台北樂聲影城,數位,03:00,2022-05-26
312,公共圖書館員,誠品電影院,數位,11:40,2022-05-23
313,公共圖書館員,誠品電影院,數位,17:20,2022-05-23
314,公共圖書館員,MUVIE CINEMAS台北松仁威秀,數位,21:40,2022-05-23
315,公共圖書館員,MUVIE CINEMAS台北松仁威秀,數位,21:40,2022-05-24
316,孵魔,台北信義威秀影城,數位,13:05,2022-05-23
317,孵魔,台北信義威秀影城,數位,19:00,2022-05-23
318,孵魔,喜樂時代影城南港店,數位,11:00,2022-05-23
319,孵魔,喜樂時代影城南港店,數位,17:05,2022-05-23
320,孵魔,喜樂時代影城南港店,數位,21:25,2022-05-23
321,孵魔,台北信義威秀影城,數位,13:05,2022-05-24
322,孵魔,台北信義威秀影城,數位,19:00,2022-05-24
323,孵魔,喜樂時代影城南港店,數位,11:00,2022-05-24
324,孵魔,喜樂時代影城南港店,數位,17:05,2022-05-24
325,孵魔,喜樂時代影城南港店,數位,21:25,2022-05-24
326,秋天的童話,光點台北電影主題館,數位,12:20,2022-05-23
327,秋天的童話,光點台北電影主題館,數位,16:30,2022-05-23
328,秋天的童話,光點華山電影館,數位,14:00,2022-05-23
329,秋天的童話,光點華山電影館,數位,21:55,2022-05-23
330,秋天的童話,喜樂時代影城南港店,數位,13:00,2022-05-23
331,秋天的童話,喜樂時代影城南港店,數位,15:00,2022-05-23
332,秋天的童話,喜樂時代影城南港店,數位,19:00,2022-05-23
333,秋天的童話,MUVIE CINEMAS台北松仁威秀,數位,11:00,2022-05-23
334,秋天的童話,MUVIE CINEMAS台北松仁威秀,數位,19:40,2022-05-23
335,秋天的童話,喜樂時代影城南港店,數位,13:00,2022-05-24
336,秋天的童話,喜樂時代影城南港店,數位,15:00,2022-05-24
337,秋天的童話,喜樂時代影城南港店,數位,19:00,2022-05-24
338,秋天的童話,MUVIE CINEMAS台北松仁威秀,數位,11:00,2022-05-24
339,秋天的童話,MUVIE CINEMAS台北松仁威秀,數位,19:40,2022-05-24
340,淒厲人僧：卡到陰,喜滿客絕色影城,數位,16:00,2022-05-23
341,淒厲人僧：卡到陰,喜滿客絕色影城,數位,20:30,2022-05-23
342,淒厲人僧：卡到陰,台北信義威秀影城,數位,10:40,2022-05-23
343,淒厲人僧：卡到陰,台北信義威秀影城,數位,14:55,2022-05-23
344,淒厲人僧：卡到陰,台北信義威秀影城,數位,19:10,2022-05-23
345,淒厲人僧：卡到陰,台北信義威秀影城,數位,23:10,2022-05-23
346,淒厲人僧：卡到陰,今日秀泰影城,數位,11:10,2022-05-23
347,淒厲人僧：卡到陰,今日秀泰影城,數位,13:20,2022-05-23
348,淒厲人僧：卡到陰,今日秀泰影城,數位,19:50,2022-05-23
349,淒厲人僧：卡到陰,今日秀泰影城,數位,22:00,2022-05-23
350,淒厲人僧：卡到陰,京站威秀影城,數位,10:20,2022-05-23
351,淒厲人僧：卡到陰,京站威秀影城,數位,14:25,2022-05-23
352,淒厲人僧：卡到陰,京站威秀影城,數位,20:45,2022-05-23
353,淒厲人僧：卡到陰,喜樂時代影城南港店,數位,11:00,2022-05-23
354,淒厲人僧：卡到陰,喜樂時代影城南港店,數位,15:20,2022-05-23
355,淒厲人僧：卡到陰,喜樂時代影城南港店,數位,19:20,2022-05-23
356,淒厲人僧：卡到陰,喜樂時代影城南港店,數位,21:30,2022-05-23
357,淒厲人僧：卡到陰,喜滿客絕色影城,數位,16:00,2022-05-24
358,淒厲人僧：卡到陰,喜滿客絕色影城,數位,20:30,2022-05-24
359,淒厲人僧：卡到陰,台北信義威秀影城,數位,10:40,2022-05-24
360,淒厲人僧：卡到陰,台北信義威秀影城,數位,14:55,2022-05-24
361,淒厲人僧：卡到陰,台北信義威秀影城,數位,19:10,2022-05-24
362,淒厲人僧：卡到陰,台北信義威秀影城,數位,23:10,2022-05-24
363,淒厲人僧：卡到陰,京站威秀影城,數位,10:20,2022-05-24
364,淒厲人僧：卡到陰,京站威秀影城,數位,14:25,2022-05-24
365,淒厲人僧：卡到陰,京站威秀影城,數位,20:45,2022-05-24
366,淒厲人僧：卡到陰,喜樂時代影城南港店,數位,11:00,2022-05-24
367,淒厲人僧：卡到陰,喜樂時代影城南港店,數位,15:20,2022-05-24
368,淒厲人僧：卡到陰,喜樂時代影城南港店,數位,19:20,2022-05-24
369,淒厲人僧：卡到陰,喜樂時代影城南港店,數位,21:30,2022-05-24
370,最後的生存者,台北信義威秀影城,數位,13:45,2022-05-23
371,最後的生存者,台北信義威秀影城,數位,20:45,2022-05-23
372,最後的生存者,喜樂時代影城南港店,數位,13:20,2022-05-23
373,最後的生存者,喜樂時代影城南港店,數位,17:10,2022-05-23
374,最後的生存者,喜樂時代影城南港店,數位,20:20,2022-05-23
375,最後的生存者,台北信義威秀影城,數位,13:45,2022-05-24
376,最後的生存者,台北信義威秀影城,數位,20:45,2022-05-24
377,最後的生存者,喜樂時代影城南港店,數位,13:05,2022-05-24
378,最後的生存者,喜樂時代影城南港店,數位,15:15,2022-05-24
379,最後的生存者,喜樂時代影城南港店,數位,19:05,2022-05-24
380,愛在暹邏：數位經典版,國賓影城(台北長春廣場),數位,15:40,2022-05-23
381,愛在暹邏：數位經典版,國賓影城(台北長春廣場),數位,20:50,2022-05-23
382,愛在暹邏：數位經典版,台北in89豪華數位影城,數位,14:30,2022-05-23
383,愛在暹邏：數位經典版,台北in89豪華數位影城,數位,19:30,2022-05-23
384,愛在暹邏：數位經典版,京站威秀影城,數位,14:20,2022-05-23
385,愛在暹邏：數位經典版,京站威秀影城,數位,19:45,2022-05-23
386,愛在暹邏：數位經典版,喜樂時代影城南港店,數位,11:00,2022-05-23
387,愛在暹邏：數位經典版,喜樂時代影城南港店,數位,15:30,2022-05-23
388,愛在暹邏：數位經典版,喜樂時代影城南港店,數位,19:35,2022-05-23
389,愛在暹邏：數位經典版,MUVIE CINEMAS台北松仁威秀,數位,15:30,2022-05-23
390,愛在暹邏：數位經典版,MUVIE CINEMAS台北松仁威秀,數位,20:20,2022-05-23
391,愛在暹邏：數位經典版,台北in89豪華數位影城,數位,14:50,2022-05-24
392,愛在暹邏：數位經典版,台北in89豪華數位影城,數位,19:50,2022-05-24
393,愛在暹邏：數位經典版,京站威秀影城,數位,14:20,2022-05-24
394,愛在暹邏：數位經典版,京站威秀影城,數位,19:45,2022-05-24
395,愛在暹邏：數位經典版,喜樂時代影城南港店,數位,11:00,2022-05-24
396,愛在暹邏：數位經典版,喜樂時代影城南港店,數位,15:30,2022-05-24
397,愛在暹邏：數位經典版,喜樂時代影城南港店,數位,19:35,2022-05-24
398,愛在暹邏：數位經典版,MUVIE CINEMAS台北松仁威秀,TITAN,11:50,2022-05-24
399,愛在暹邏：數位經典版,MUVIE CINEMAS台北松仁威秀,數位,15:30,2022-05-24
400,愛在暹邏：數位經典版,MUVIE CINEMAS台北松仁威秀,數位,20:20,2022-05-24
401,鬼雙胞,欣欣秀泰影城,數位,13:00,2022-05-23
402,鬼雙胞,欣欣秀泰影城,數位,17:05,2022-05-23
403,鬼雙胞,欣欣秀泰影城,數位,21:10,2022-05-23
404,鬼雙胞,台北in89豪華數位影城,數位,10:10,2022-05-23
405,鬼雙胞,台北in89豪華數位影城,數位,12:20,2022-05-23
